ROCKPAPERSCISSORS
TRIANGLE,COMPLETE,KLEINBOTTLE,FALSE,DETERMINISTIC
3
ROCK,0,RED,NONE,-1,0
PAPER,1,GREEN,NONE,-1,0
SCISSORS,2,BLUE,NONE,-1,0
30,30
2,1,2,0,1,2,0,2,1,0,1,0,2,1,1,2,1,0,0,2,0,0,1,2,0,1,2,0,1,2
1,0,1,2,1,2,1,2,1,1,2,2,2,0,0,1,2,1,0,0,0,0,2,1,0,2,0,2,1,1
1,0,1,1,0,2,0,1,2,1,1,1,1,1,2,2,1,0,1,0,1,0,2,0,2,2,2,2,0,0
0,2,2,2,2,1,1,1,2,2,1,1,0,1,0,1,2,2,1,2,2,2,2,1,2,0,2,2,2,1
1,1,0,1,0,1,2,2,1,2,0,2,2,2,2,1,1,0,1,0,1,1,0,1,0,1,2,2,1,2
1,0,0,1,0,0,2,2,1,2,1,2,0,1,0,2,1,0,0,1,1,0,1,1,0,2,0,1,2,1
0,2,2,2,2,1,1,0,1,0,1,0,1,2,1,2,1,2,1,1,1,0,1,1,0,2,0,1,2,1
0,1,0,0,2,1,2,1,2,2,1,0,2,1,1,2,1,0,0,2,0,0,1,2,0,1,2,0,1,2
2,2,2,1,2,0,2,2,2,1,1,2,0,1,0,2,1,0,0,1,1,0,0,1,0,0,2,2,1,2
1,2,0,1,0,2,1,0,0,1,1,0,1,1,0,2,0,1,2,1,1,1,0,1,0,1,2,2,1,2
2,1,2,0,1,2,0,2,1,0,2,1,2,0,1,2,0,2,1,0,0,2,2,2,2,1,1,1,2,2
1,0,1,2,1,2,1,2,1,1,0,1,0,0,2,1,2,1,2,2,1,1,0,1,0,1,2,2,1,2
1,0,1,1,0,2,0,1,2,1,1,0,0,1,0,0,2,2,1,2,0,2,2,2,2,1,1,0,1,0
0,2,2,2,2,1,1,1,2,2,2,2,2,1,2,0,2,2,2,1,2,2,2,1,2,0,2,2,2,1
1,1,0,1,0,1,2,2,1,2,0,2,2,2,2,1,1,0,1,0,0,1,1,0,1,0,1,2,2,1
1,0,0,1,0,0,2,2,1,2,0,1,0,0,2,1,2,1,2,2,2,2,2,1,2,0,2,2,2,1
0,2,2,2,2,1,1,0,1,0,1,0,1,1,0,2,0,1,2,1,0,1,0,0,2,1,2,1,2,2
0,1,0,0,2,1,2,1,2,2,1,0,1,2,1,2,1,2,1,1,2,1,2,0,1,2,0,2,1,0
2,2,2,1,2,0,2,2,2,1,2,2,2,1,2,0,2,2,2,1,2,2,2,1,2,0,2,2,2,1
1,2,0,1,0,2,1,0,0,1,2,1,2,0,1,2,0,2,1,0,1,0,0,2,1,0,2,0,2,2
2,1,2,0,1,2,0,2,1,0,1,1,0,1,0,1,2,2,1,2,0,1,1,0,1,0,1,2,2,1
1,0,1,2,1,2,1,2,1,1,2,2,2,1,2,0,2,2,2,1,2,2,2,1,2,0,2,2,2,1
1,0,1,1,0,2,0,1,2,1,2,2,2,1,2,0,2,2,2,1,1,0,0,1,0,0,2,2,1,2
0,2,2,2,2,1,1,1,2,2,0,1,0,0,2,1,2,1,2,2,0,1,2,1,1,0,0,1,0,0
1,1,0,1,0,1,2,2,1,2,0,2,2,2,2,1,1,1,2,1,0,0,0,0,2,0,0,1,0,1
1,0,0,1,0,0,2,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,0,1,2,0,2,1,0,1,0,2,1,1,2,1,0,0,2,0,0,1,2,0,1,2,0,1,2
0,1,0,0,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,1,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,1,0,2,1,0,0,1,2,2,2,1,2,0,2,2,2,1,1,0,0,1,0,0,2,2,1,2
